Month,State,CPI Index,YoY %
2024-04-01,Kelantan,129.2,1.02
2024-04-01,Melaka,128.4,1.1
2024-04-01,Negeri Sembilan,130.5,1.01
2024-04-01,Pahang,130.6,2.35
2024-04-01,Perak,127.3,1.03
2024-04-01,Perlis,124.5,1.8
2024-04-01,Pulau Pinang,135.4,3.2
2024-04-01,Sabah,122.1,1.58
2024-04-01,Sarawak,127.4,2.82
2024-04-01,Selangor,138.4,2.22
2024-04-01,Terengganu,126.9,1.36
2024-04-01,W.P. Kuala Lumpur,132.4,1.38
2024-04-01,W.P. Labuan,123.0,0.57
2024-04-01,W.P. Putrajaya,140.3,1.59
2024-05-01,Johor,136.0,1.87
2024-05-01,Kedah,127.3,1.43
2024-05-01,Kelantan,129.4,1.17
2024-05-01,Melaka,128.7,1.26
2024-05-01,Negeri Sembilan,130.8,1.16
2024-05-01,Pahang,131.1,2.58
2024-05-01,Perak,127.7,1.19
2024-05-01,Perlis,124.9,2.04
2024-05-01,Pulau Pinang,135.9,3.27
2024-05-01,Sabah,122.2,1.16
2024-05-01,Sarawak,127.6,2.82
2024-05-01,Selangor,139.0,2.43
2024-05-01,Terengganu,127.2,1.6
2024-05-01,W.P. Kuala Lumpur,132.5,0.99
2024-05-01,W.P. Labuan,123.2,0.9
2024-05-01,W.P. Putrajaya,140.3,1.59
2024-06-01,Johor,136.4,2.02
2024-06-01,Kedah,127.4,1.43
2024-06-01,Kelantan,129.6,1.25
2024-06-01,Melaka,128.9,1.34
2024-06-01,Negeri Sembilan,131.1,1.24
2024-06-01,Pahang,131.5,2.65
2024-06-01,Perak,127.9,1.27
2024-06-01,Perlis,125.1,2.04
2024-06-01,Pulau Pinang,136.1,3.34
2024-06-01,Sabah,122.3,1.33
2024-06-01,Sarawak,127.8,2.73
2024-06-01,Selangor,139.0,2.36
2024-06-01,Terengganu,127.4,1.59
2024-06-01,W.P. Kuala Lumpur,132.9,1.14
2024-06-01,W.P. Labuan,123.6,0.98
2024-06-01,W.P. Putrajaya,140.4,1.45
2024-07-01,Johor,136.4,1.94
2024-07-01,Kedah,127.5,1.43
2024-07-01,Kelantan,129.5,1.01
2024-07-01,Melaka,129.1,1.41
2024-07-01,Negeri Sembilan,131.2,1.31
2024-07-01,Pahang,131.6,2.57
2024-07-01,Perak,127.8,1.03
2024-07-01,Perlis,125.2,1.95
2024-07-01,Pulau Pinang,136.3,3.41
2024-07-01,Sabah,122.4,1.24
2024-07-01,Sarawak,127.9,2.73
2024-07-01,Selangor,139.2,2.35
2024-07-01,Terengganu,127.6,1.59
2024-07-01,W.P. Kuala Lumpur,133.4,1.52
2024-07-01,W.P. Labuan,123.4,0.73
2024-07-01,W.P. Putrajaya,140.3,1.15
2024-08-01,Johor,136.5,1.79
2024-08-01,Kedah,127.5,1.43
2024-08-01,Kelantan,129.4,0.94
2024-08-01,Melaka,129.2,1.41
2024-08-01,Negeri Sembilan,131.6,1.46
2024-08-01,Pahang,131.8,2.81
2024-08-01,Perak,127.9,0.95
2024-08-01,Perlis,125.2,1.54
2024-08-01,Pulau Pinang,136.4,3.33
2024-08-01,Sabah,122.5,1.07
2024-08-01,Sarawak,128.1,2.48
2024-08-01,Selangor,139.3,2.28
2024-08-01,Terengganu,127.6,1.67
2024-08-01,W.P. Kuala Lumpur,133.6,1.6
2024-08-01,W.P. Labuan,123.4,0.49
2024-08-01,W.P. Putrajaya,140.4,1.3
2024-09-01,Johor,136.6,1.79
2024-09-01,Kedah,127.5,1.35
2024-09-01,Kelantan,129.3,0.86
2024-09-01,Melaka,129.1,1.33
2024-09-01,Negeri Sembilan,131.5,1.47
2024-09-01,Pahang,131.7,2.65
2024-09-01,Perak,128.0,0.95
2024-09-01,Perlis,125.1,1.46
2024-09-01,Pulau Pinang,136.3,3.1
2024-09-01,Sabah,122.6,1.07
2024-09-01,Sarawak,128.2,2.31
2024-09-01,Selangor,139.3,2.28
2024-09-01,Terengganu,127.5,1.51
2024-09-01,W.P. Kuala Lumpur,133.6,1.6
2024-09-01,W.P. Labuan,123.3,0.41
2024-09-01,W.P. Putrajaya,140.4,1.23
2024-10-01,Johor,136.8,1.94
2024-10-01,Kedah,127.6,1.43
2024-10-01,Kelantan,129.5,0.94
2024-10-01,Melaka,129.5,1.57
2024-10-01,Negeri Sembilan,131.7,1.46
2024-10-01,Pahang,131.7,2.65
2024-10-01,Perak,128.2,1.1
2024-10-01,Perlis,125.4,1.62
2024-10-01,Pulau Pinang,136.5,3.1
2024-10-01,Sabah,122.6,1.07
2024-10-01,Sarawak,128.0,2.07
2024-10-01,Selangor,139.5,2.27
2024-10-01,Terengganu,127.6,1.51
2024-10-01,W.P. Kuala Lumpur,133.5,1.44
2024-10-01,W.P. Labuan,123.4,0.41
2024-10-01,W.P. Putrajaya,140.6,1.22
2024-11-01,Johor,136.8,1.86
2024-11-01,Kedah,127.5,1.19
2024-11-01,Kelantan,129.3,0.94
2024-11-01,Melaka,129.4,1.57
2024-11-01,Negeri Sembilan,131.6,1.46
2024-11-01,Pahang,131.5,2.41
2024-11-01,Perak,128.2,1.02
2024-11-01,Perlis,125.1,1.54
2024-11-01,Pulau Pinang,136.4,2.87
2024-11-01,Sabah,122.6,1.07
2024-11-01,Sarawak,127.9,1.91
2024-11-01,Selangor,139.4,2.12
2024-11-01,Terengganu,127.6,1.59
2024-11-01,W.P. Kuala Lumpur,133.3,1.45
2024-11-01,W.P. Labuan,123.3,0.08
2024-11-01,W.P. Putrajaya,140.4,1.08
2024-12-01,Johor,137.0,1.78
2024-12-01,Kedah,127.4,0.95
2024-12-01,Kelantan,129.3,0.7
2024-12-01,Melaka,129.7,1.65
2024-12-01,Negeri Sembilan,131.8,1.38
2024-12-01,Pahang,131.6,2.25
2024-12-01,Perak,128.3,0.94
2024-12-01,Perlis,125.1,1.3
2024-12-01,Pulau Pinang,136.3,2.56
2024-12-01,Sabah,122.5,0.91
2024-12-01,Sarawak,127.9,1.75
2024-12-01,Selangor,139.5,1.97
2024-12-01,Terengganu,128.0,1.59
2024-12-01,W.P. Kuala Lumpur,133.6,1.52
2024-12-01,W.P. Labuan,123.2,-0.08
2024-12-01,W.P. Putrajaya,140.5,0.93
2025-01-01,Johor,137.4,1.85
2025-01-01,Kedah,127.6,0.95
2025-01-01,Kelantan,129.6,0.78
2025-01-01,Melaka,130.0,1.72
2025-01-01,Negeri Sembilan,132.1,1.54
2025-01-01,Pahang,131.9,1.93
2025-01-01,Perak,128.4,1.1
2025-01-01,Perlis,125.3,1.13
2025-01-01,Pulau Pinang,136.4,2.4
2025-01-01,Sabah,122.7,0.9
2025-01-01,Sarawak,128.0,1.75
2025-01-01,Selangor,139.8,1.97
2025-01-01,Terengganu,128.3,1.74
2025-01-01,W.P. Kuala Lumpur,133.6,1.21
2025-01-01,W.P. Labuan,123.3,0.0
2025-01-01,W.P. Putrajaya,140.5,0.72
2025-02-01,Johor,138.3,2.14
2025-02-01,Kedah,127.9,1.27
2025-02-01,Kelantan,129.8,0.46
2025-02-01,Melaka,130.4,1.64
2025-02-01,Negeri Sembilan,132.4,1.46
2025-02-01,Pahang,132.0,1.07
2025-02-01,Perak,128.6,1.02
2025-02-01,Perlis,125.6,0.88
2025-02-01,Pulau Pinang,136.5,1.19
2025-02-01,Sabah,123.1,0.98
2025-02-01,Sarawak,128.4,1.9
2025-02-01,Selangor,140.6,1.88
2025-02-01,Terengganu,128.4,1.26
2025-02-01,W.P. Kuala Lumpur,133.9,1.13
2025-02-01,W.P. Labuan,123.6,0.24
2025-02-01,W.P. Putrajaya,140.7,0.43
2025-03-01,Johor,138.2,2.07
2025-03-01,Kedah,127.8,0.63
2025-03-01,Kelantan,129.8,0.46
2025-03-01,Melaka,130.3,1.64
2025-03-01,Negeri Sembilan,132.6,1.69
2025-03-01,Pahang,131.9,1.15
2025-03-01,Perak,128.6,1.1
2025-03-01,Perlis,125.7,0.96
2025-03-01,Pulau Pinang,136.6,1.11
2025-03-01,Sabah,123.2,1.07
2025-03-01,Sarawak,128.5,1.02
2025-03-01,Selangor,140.6,1.81
2025-03-01,Terengganu,128.4,1.18
2025-03-01,W.P. Kuala Lumpur,133.7,1.13
2025-03-01,W.P. Labuan,123.9,0.65
2025-03-01,W.P. Putrajaya,141.0,0.71
2025-04-01,Johor,138.4,2.22
2025-04-01,Kedah,128.1,0.87
2025-04-01,Kelantan,129.9,0.54
2025-04-01,Melaka,130.4,1.56
2025-04-01,Negeri Sembilan,132.7,1.69
2025-04-01,Pahang,131.9,1.0
2025-04-01,Perak,128.7,1.1
2025-04-01,Perlis,125.9,1.12
2025-04-01,Pulau Pinang,136.9,1.11
2025-04-01,Sabah,123.4,1.06
2025-04-01,Sarawak,128.6,0.94
2025-04-01,Selangor,140.8,1.73
2025-04-01,Terengganu,128.6,1.34
2025-04-01,W.P. Kuala Lumpur,134.2,1.36
2025-04-01,W.P. Labuan,123.7,0.57
2025-04-01,W.P. Putrajaya,141.0,0.5
2025-05-01,Johor,138.4,1.76
2025-05-01,Kedah,128.0,0.55
2025-05-01,Kelantan,129.8,0.31
2025-05-01,Melaka,130.6,1.48
2025-05-01,Negeri Sembilan,132.9,1.61
2025-05-01,Pahang,132.0,0.69
2025-05-01,Perak,128.7,0.78
2025-05-01,Perlis,126.1,0.96
2025-05-01,Pulau Pinang,137.0,0.81
2025-05-01,Sabah,123.6,1.15
2025-05-01,Sarawak,128.6,0.78
2025-05-01,Selangor,141.1,1.51
2025-05-01,Terengganu,128.6,1.1
2025-05-01,W.P. Kuala Lumpur,134.4,1.43
2025-05-01,W.P. Labuan,124.0,0.65
2025-05-01,W.P. Putrajaya,141.0,0.5
2025-06-01,Johor,138.5,1.54
2025-06-01,Kedah,128.2,0.63
2025-06-01,Kelantan,129.8,0.15
2025-06-01,Melaka,130.6,1.32
2025-06-01,Negeri Sembilan,133.2,1.6
2025-06-01,Pahang,132.4,0.68
2025-06-01,Perak,128.8,0.7
2025-06-01,Perlis,126.1,0.8
2025-06-01,Pulau Pinang,137.1,0.73
2025-06-01,Sabah,123.6,1.06
2025-06-01,Sarawak,128.6,0.63
2025-06-01,Selangor,141.2,1.58
2025-06-01,Terengganu,128.7,1.02
2025-06-01,W.P. Kuala Lumpur,134.5,1.2
2025-06-01,W.P. Labuan,124.1,0.4
2025-06-01,W.P. Putrajaya,141.1,0.5
2025-07-01,Johor,138.9,1.83
2025-07-01,Kedah,128.0,0.39
2025-07-01,Kelantan,129.5,0.0
2025-07-01,Melaka,130.8,1.32
2025-07-01,Negeri Sembilan,133.1,1.45
2025-07-01,Pahang,132.7,0.84
2025-07-01,Perak,128.8,0.78
2025-07-01,Perlis,125.9,0.56
2025-07-01,Pulau Pinang,137.6,0.95
2025-07-01,Sabah,123.7,1.06
2025-07-01,Sarawak,128.6,0.55
2025-07-01,Selangor,141.3,1.51
2025-07-01,Terengganu,128.6,0.78
2025-07-01,W.P. Kuala Lumpur,134.7,0.97
2025-07-01,W.P. Labuan,124.3,0.73
2025-07-01,W.P. Putrajaya,141.4,0.78
2025-08-01,Johor,139.2,1.98
2025-08-01,Kedah,128.2,0.55
2025-08-01,Kelantan,129.5,0.08
2025-08-01,Melaka,130.9,1.32
2025-08-01,Negeri Sembilan,133.5,1.44
2025-08-01,Pahang,133.2,1.06
2025-08-01,Perak,128.9,0.78
2025-08-01,Perlis,126.1,0.72
2025-08-01,Pulau Pinang,137.7,0.95
2025-08-01,Sabah,124.1,1.31
2025-08-01,Sarawak,128.7,0.47
2025-08-01,Selangor,141.4,1.51
2025-08-01,Terengganu,129.5,1.49
2025-08-01,W.P. Kuala Lumpur,135.0,1.05
2025-08-01,W.P. Labuan,124.4,0.81
2025-08-01,W.P. Putrajaya,141.5,0.78
2025-09-01,Johor,139.4,2.05
2025-09-01,Kedah,128.6,0.86
2025-09-01,Kelantan,130.0,0.54
2025-09-01,Melaka,131.4,1.78
2025-09-01,Negeri Sembilan,134.0,1.9
2025-09-01,Pahang,133.5,1.37
2025-09-01,Perak,129.1,0.86
2025-09-01,Perlis,126.8,1.36
2025-09-01,Pulau Pinang,138.0,1.25
2025-09-01,Sabah,124.2,1.31
2025-09-01,Sarawak,129.0,0.62
2025-09-01,Selangor,141.8,1.79
2025-09-01,Terengganu,129.7,1.73
2025-09-01,W.P. Kuala Lumpur,135.4,1.35
2025-09-01,W.P. Labuan,124.7,1.14
2025-09-01,W.P. Putrajaya,141.8,1.0
2025-10-01,Johor,139.4,1.9
2025-10-01,Kedah,128.3,0.55
2025-10-01,Kelantan,129.6,0.08
2025-10-01,Melaka,131.3,1.39
2025-10-01,Negeri Sembilan,133.9,1.67
2025-10-01,Pahang,133.4,1.29
2025-10-01,Perak,128.9,0.55
2025-10-01,Perlis,126.5,0.88
2025-10-01,Pulau Pinang,137.9,1.03
2025-10-01,Sabah,124.2,1.31
2025-10-01,Sarawak,129.0,0.78
2025-10-01,Selangor,141.7,1.58
2025-10-01,Terengganu,129.4,1.41
2025-10-01,W.P. Kuala Lumpur,135.6,1.57
2025-10-01,W.P. Labuan,124.8,1.13
2025-10-01,W.P. Putrajaya,141.8,0.85
2025-11-01,Johor,139.4,1.9
2025-11-01,Kedah,128.4,0.71
2025-11-01,Kelantan,129.6,0.23
2025-11-01,Melaka,131.1,1.31
2025-11-01,Negeri Sembilan,134.1,1.9
2025-11-01,Pahang,133.4,1.44
2025-11-01,Perak,128.8,0.47
2025-11-01,Perlis,126.3,0.96
2025-11-01,Pulau Pinang,137.8,1.03
2025-11-01,Sabah,124.2,1.31
2025-11-01,Sarawak,129.2,1.02
2025-11-01,Selangor,141.6,1.58
2025-11-01,Terengganu,129.1,1.18
2025-11-01,W.P. Kuala Lumpur,135.6,1.73
2025-11-01,W.P. Labuan,124.8,1.22
2025-11-01,W.P. Putrajaya,141.7,0.93
2025-12-01,Johor,140.1,2.26
2025-12-01,Kedah,128.8,1.1
2025-12-01,Kelantan,129.9,0.46
2025-12-01,Melaka,131.5,1.39
2025-12-01,Negeri Sembilan,134.7,2.2
2025-12-01,Pahang,134.0,1.82
2025-12-01,Perak,129.4,0.86
2025-12-01,Perlis,126.5,1.12
2025-12-01,Pulau Pinang,138.1,1.32
2025-12-01,Sabah,124.3,1.47
2025-12-01,Sarawak,129.3,1.09
2025-12-01,Selangor,141.9,1.72
2025-12-01,Terengganu,129.8,1.41
2025-12-01,W.P. Kuala Lumpur,135.7,1.57
2025-12-01,W.P. Labuan,125.4,1.79
2025-12-01,W.P. Putrajaya,142.0,1.07
2026-01-01,Johor,140.3,2.11
2026-01-01,Kedah,129.1,1.18
2026-01-01,Kelantan,130.0,0.31
2026-01-01,Melaka,131.8,1.38
2026-01-01,Negeri Sembilan,134.7,1.97
2026-01-01,Pahang,134.4,1.9
2026-01-01,Perak,129.7,1.01
2026-01-01,Perlis,126.8,1.2
2026-01-01,Pulau Pinang,138.4,1.47
2026-01-01,Sabah,124.4,1.39
2026-01-01,Sarawak,129.4,1.09
2026-01-01,Selangor,142.1,1.65
2026-01-01,Terengganu,129.9,1.25
2026-01-01,W.P. Kuala Lumpur,135.8,1.65
2026-01-01,W.P. Labuan,125.1,1.46
2026-01-01,W.P. Putrajaya,142.1,1.14
2026-02-01,Johor,140.6,1.66
2026-02-01,Kedah,129.6,1.33
2026-02-01,Kelantan,130.1,0.23
2026-02-01,Melaka,132.2,1.38
2026-02-01,Negeri Sembilan,135.0,1.96
2026-02-01,Pahang,134.8,2.12
2026-02-01,Perak,129.8,0.93
2026-02-01,Perlis,126.8,0.96
2026-02-01,Pulau Pinang,138.7,1.61
2026-02-01,Sabah,125.3,1.79
2026-02-01,Sarawak,129.6,0.93
2026-02-01,Selangor,142.4,1.28
2026-02-01,Terengganu,130.4,1.56
2026-02-01,W.P. Kuala Lumpur,136.1,1.64
2026-02-01,W.P. Labuan,126.2,2.1
2026-02-01,W.P. Putrajaya,142.7,1.42
2026-03-01,Johor,140.9,1.95
2026-03-01,Kedah,130.2,1.88
2026-03-01,Kelantan,130.7,0.69
2026-03-01,Melaka,132.4,1.61
2026-03-01,Negeri Sembilan,135.5,2.19
2026-03-01,Pahang,135.2,2.5
2026-03-01,Perak,130.0,1.09
2026-03-01,Perlis,127.3,1.27
2026-03-01,Pulau Pinang,139.1,1.83
2026-03-01,Sabah,125.8,2.11
2026-03-01,Sarawak,130.0,1.17
2026-03-01,Selangor,142.8,1.56
2026-03-01,Terengganu,130.6,1.71
2026-03-01,W.P. Kuala Lumpur,136.6,2.17
2026-03-01,W.P. Labuan,126.9,2.42
2026-03-01,W.P. Putrajaya,143.3,1.63
2026-04-01,Johor,141.7,2.38
2026-04-01,Kedah,130.5,1.87
2026-04-01,Kelantan,130.9,0.77
2026-04-01,Melaka,132.9,1.92
2026-04-01,Negeri Sembilan,136.0,2.49
2026-04-01,Pahang,135.6,2.81
2026-04-01,Perak,130.2,1.17
2026-04-01,Perlis,127.9,1.59
2026-04-01,Pulau Pinang,139.4,1.83
2026-04-01,Sabah,126.0,2.11
2026-04-01,Sarawak,129.1,0.39
2026-04-01,Selangor,143.6,1.99
2026-04-01,Terengganu,131.0,1.87
2026-04-01,W.P. Kuala Lumpur,137.5,2.46
2026-04-01,W.P. Labuan,127.1,2.75
2026-04-01,W.P. Putrajaya,143.9,2.06
2026-05-01,Johor,141.9,2.53
2026-05-01,Kedah,130.8,2.19
2026-05-01,Kelantan,130.9,0.85
2026-05-01,Melaka,133.3,2.07
2026-05-01,Negeri Sembilan,136.4,2.63
2026-05-01,Pahang,135.7,2.8
2026-05-01,Perak,130.4,1.32
2026-05-01,Perlis,127.8,1.35
2026-05-01,Pulau Pinang,139.6,1.9
2026-05-01,Sabah,126.1,2.02
2026-05-01,Sarawak,129.2,0.47
2026-05-01,Selangor,143.7,1.84
2026-05-01,Terengganu,131.1,1.94
2026-05-01,W.P. Kuala Lumpur,137.6,2.38
2026-05-01,W.P. Labuan,127.2,2.58
2026-05-01,W.P. Putrajaya,144.1,2.2
2026-06-01,Johor,141.9,2.45
2026-06-01,Kedah,130.8,2.03
2026-06-01,Kelantan,130.9,0.85
2026-06-01,Melaka,133.1,1.91
2026-06-01,Negeri Sembilan,136.5,2.48
2026-06-01,Pahang,135.9,2.64
2026-06-01,Perak,130.5,1.32
2026-06-01,Perlis,127.8,1.35
2026-06-01,Pulau Pinang,139.5,1.75
2026-06-01,Sabah,126.0,1.94
2026-06-01,Sarawak,129.1,0.39
2026-06-01,Selangor,143.8,1.84
2026-06-01,Terengganu,131.1,1.86
2026-06-01,W.P. Kuala Lumpur,137.4,2.16
2026-06-01,W.P. Labuan,127.0,2.34
2026-06-01,W.P. Putrajaya,143.9,1.98
2026-07-01,Johor,141.8,2.09
2026-07-01,Kedah,130.9,2.27
2026-07-01,Kelantan,130.7,0.93
2026-07-01,Melaka,133.1,1.76
2026-07-01,Negeri Sembilan,136.4,2.48
2026-07-01,Pahang,135.8,2.34
2026-07-01,Perak,130.3,1.16
2026-07-01,Perlis,127.5,1.27
2026-07-01,Pulau Pinang,139.8,1.6
2026-07-01,Sabah,126.0,1.86
2026-07-01,Sarawak,129.0,0.31
2026-07-01,Selangor,143.8,1.77
2026-07-01,Terengganu,130.9,1.79
2026-07-01,W.P. Kuala Lumpur,137.6,2.15
2026-07-01,W.P. Labuan,126.8,2.01
2026-07-01,W.P. Putrajaya,144.0,1.84
