Month,DivisionCode,Division,CPI Index,YoY %
2023-02-01,10,Education,123.9,1.64
2023-02-01,11,Restaurant & Accommodation Services,145.8,7.36
2023-02-01,12,Insurance & Financial Services,110.3,0.36
2023-02-01,13,Personal Care & Miscellaneous,120.6,2.46
2023-02-01,overall,Overall CPI,129.8,3.67
2023-03-01,01,Food & Beverages,151.3,6.85
2023-03-01,02,Alcoholic Beverages & Tobacco,170.9,0.65
2023-03-01,03,Clothing & Footwear,93.5,0.54
2023-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",124.7,1.63
2023-03-01,05,Furnishings & Household Maintenance,125.3,3.13
2023-03-01,06,Health,127.5,2.16
2023-03-01,07,Transport,120.0,2.39
2023-03-01,08,Information & Communication,96.1,-1.44
2023-03-01,09,"Recreation, Sport & Culture",116.3,1.93
2023-03-01,10,Education,124.1,1.72
2023-03-01,11,Restaurant & Accommodation Services,146.2,7.18
2023-03-01,12,Insurance & Financial Services,110.3,0.36
2023-03-01,13,Personal Care & Miscellaneous,120.9,2.11
2023-03-01,overall,Overall CPI,129.9,3.42
2023-04-01,01,Food & Beverages,151.1,6.33
2023-04-01,02,Alcoholic Beverages & Tobacco,171.0,0.65
2023-04-01,03,Clothing & Footwear,93.5,0.54
2023-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",124.7,1.63
2023-04-01,05,Furnishings & Household Maintenance,125.3,3.04
2023-04-01,06,Health,127.5,2.08
2023-04-01,07,Transport,120.4,2.29
2023-04-01,08,Information & Communication,96.1,-1.44
2023-04-01,09,"Recreation, Sport & Culture",116.7,1.83
2023-04-01,10,Education,124.3,1.64
2023-04-01,11,Restaurant & Accommodation Services,146.0,6.65
2023-04-01,12,Insurance & Financial Services,110.3,0.36
2023-04-01,13,Personal Care & Miscellaneous,121.4,2.53
2023-04-01,overall,Overall CPI,130.0,3.26
2023-05-01,01,Food & Beverages,151.8,5.86
2023-05-01,02,Alcoholic Beverages & Tobacco,171.1,0.71
2023-05-01,03,Clothing & Footwear,93.5,0.43
2023-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",125.3,1.79
2023-05-01,05,Furnishings & Household Maintenance,125.5,2.7
2023-05-01,06,Health,127.6,1.92
2023-05-01,07,Transport,120.2,1.01
2023-05-01,08,Information & Communication,93.9,-3.69
2023-05-01,09,"Recreation, Sport & Culture",117.1,1.83
2023-05-01,10,Education,124.6,1.88
2023-05-01,11,Restaurant & Accommodation Services,146.9,6.68
2023-05-01,12,Insurance & Financial Services,110.3,0.36
2023-05-01,13,Personal Care & Miscellaneous,121.9,2.87
2023-05-01,overall,Overall CPI,130.2,2.84
2023-06-01,01,Food & Beverages,151.9,4.69
2023-06-01,02,Alcoholic Beverages & Tobacco,171.1,0.65
2023-06-01,03,Clothing & Footwear,93.4,0.11
2023-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",125.3,1.79
2023-06-01,05,Furnishings & Household Maintenance,125.5,2.28
2023-06-01,06,Health,127.9,1.99
2023-06-01,07,Transport,120.5,0.0
2023-06-01,08,Information & Communication,94.0,-3.59
2023-06-01,09,"Recreation, Sport & Culture",117.4,1.65
2023-06-01,10,Education,124.7,1.88
2023-06-01,11,Restaurant & Accommodation Services,147.1,5.45
2023-06-01,12,Insurance & Financial Services,110.3,0.09
2023-06-01,13,Personal Care & Miscellaneous,122.1,2.61
2023-06-01,overall,Overall CPI,130.4,2.35
2023-07-01,01,Food & Beverages,152.5,4.38
2023-07-01,02,Alcoholic Beverages & Tobacco,171.1,0.53
2023-07-01,03,Clothing & Footwear,93.5,0.11
2023-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",125.3,1.7
2023-07-01,05,Furnishings & Household Maintenance,125.7,1.86
2023-07-01,06,Health,128.2,1.99
2023-07-01,07,Transport,120.6,-0.41
2023-07-01,08,Information & Communication,93.9,-3.69
2023-07-01,09,"Recreation, Sport & Culture",117.1,1.12
2023-07-01,10,Education,124.9,1.96
2023-07-01,11,Restaurant & Accommodation Services,147.6,4.98
2023-07-01,12,Insurance & Financial Services,110.2,0.0
2023-07-01,13,Personal Care & Miscellaneous,122.0,2.61
2023-07-01,overall,Overall CPI,130.5,2.03
2023-08-01,01,Food & Beverages,152.6,4.09
2023-08-01,02,Alcoholic Beverages & Tobacco,171.1,0.47
2023-08-01,03,Clothing & Footwear,93.4,0.0
2023-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",125.7,1.62
2023-08-01,05,Furnishings & Household Maintenance,125.9,1.7
2023-08-01,06,Health,128.8,2.38
2023-08-01,07,Transport,120.6,0.0
2023-08-01,08,Information & Communication,93.9,-3.69
2023-08-01,09,"Recreation, Sport & Culture",117.3,1.03
2023-08-01,10,Education,125.1,2.12
2023-08-01,11,Restaurant & Accommodation Services,148.0,4.67
2023-08-01,12,Insurance & Financial Services,110.2,0.0
2023-08-01,13,Personal Care & Miscellaneous,122.1,2.43
2023-08-01,overall,Overall CPI,130.7,1.95
2023-09-01,01,Food & Beverages,152.8,3.95
2023-09-01,02,Alcoholic Beverages & Tobacco,171.7,0.7
2023-09-01,03,Clothing & Footwear,93.5,0.11
2023-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",125.7,1.62
2023-09-01,05,Furnishings & Household Maintenance,125.9,1.53
2023-09-01,06,Health,128.7,2.22
2023-09-01,07,Transport,120.6,-0.08
2023-09-01,08,Information & Communication,93.9,-3.69
2023-09-01,09,"Recreation, Sport & Culture",117.2,0.6
2023-09-01,10,Education,125.1,2.04
2023-09-01,11,Restaurant & Accommodation Services,148.1,4.44
2023-09-01,12,Insurance & Financial Services,110.2,0.0
2023-09-01,13,Personal Care & Miscellaneous,122.3,2.51
2023-09-01,overall,Overall CPI,130.8,1.95
2023-10-01,01,Food & Beverages,153.0,3.59
2023-10-01,02,Alcoholic Beverages & Tobacco,171.7,0.64
2023-10-01,03,Clothing & Footwear,93.4,0.0
2023-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",125.7,1.62
2023-10-01,05,Furnishings & Household Maintenance,126.0,1.45
2023-10-01,06,Health,129.0,2.38
2023-10-01,07,Transport,120.8,0.0
2023-10-01,08,Information & Communication,93.9,-3.69
2023-10-01,09,"Recreation, Sport & Culture",117.2,0.69
2023-10-01,10,Education,125.3,2.12
2023-10-01,11,Restaurant & Accommodation Services,148.8,4.64
2023-10-01,12,Insurance & Financial Services,110.2,0.0
2023-10-01,13,Personal Care & Miscellaneous,122.3,2.26
2023-10-01,overall,Overall CPI,130.9,1.79
2023-11-01,01,Food & Beverages,152.6,2.55
2023-11-01,02,Alcoholic Beverages & Tobacco,171.8,0.64
2023-11-01,03,Clothing & Footwear,93.4,0.0
2023-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",126.0,1.69
2023-11-01,05,Furnishings & Household Maintenance,126.1,1.45
2023-11-01,06,Health,129.3,2.29
2023-11-01,07,Transport,120.9,0.08
2023-11-01,08,Information & Communication,93.9,-3.69
2023-11-01,09,"Recreation, Sport & Culture",117.3,0.6
2023-11-01,10,Education,125.3,1.95
2023-11-01,11,Restaurant & Accommodation Services,149.0,4.27
2023-11-01,12,Insurance & Financial Services,110.2,0.0
2023-11-01,13,Personal Care & Miscellaneous,122.8,2.33
2023-11-01,overall,Overall CPI,130.9,1.47
2023-12-01,01,Food & Beverages,153.0,2.27
2023-12-01,02,Alcoholic Beverages & Tobacco,171.6,0.65
2023-12-01,03,Clothing & Footwear,93.4,0.0
2023-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",126.0,1.61
2023-12-01,05,Furnishings & Household Maintenance,126.1,1.37
2023-12-01,06,Health,129.5,2.53
2023-12-01,07,Transport,121.3,0.33
2023-12-01,08,Information & Communication,93.8,-3.7
2023-12-01,09,"Recreation, Sport & Culture",117.8,1.9
2023-12-01,10,Education,125.3,1.95
2023-12-01,11,Restaurant & Accommodation Services,149.2,3.68
2023-12-01,12,Insurance & Financial Services,110.2,0.0
2023-12-01,13,Personal Care & Miscellaneous,123.1,2.67
2023-12-01,overall,Overall CPI,131.2,1.55
2024-01-01,01,Food & Beverages,153.5,1.99
2024-01-01,02,Alcoholic Beverages & Tobacco,171.5,0.41
2024-01-01,03,Clothing & Footwear,93.3,-0.21
2024-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",126.5,2.02
2024-01-01,05,Furnishings & Household Maintenance,126.1,0.96
2024-01-01,06,Health,129.8,2.37
2024-01-01,07,Transport,121.2,0.75
2024-01-01,08,Information & Communication,93.8,-2.39
2024-01-01,09,"Recreation, Sport & Culture",117.8,0.77
2024-01-01,10,Education,125.5,1.7
2024-01-01,11,Restaurant & Accommodation Services,149.1,3.18
2024-01-01,12,Insurance & Financial Services,110.2,0.0
2024-01-01,13,Personal Care & Miscellaneous,123.2,2.5
2024-01-01,overall,Overall CPI,131.4,1.47
2024-02-01,01,Food & Beverages,153.9,1.85
2024-02-01,02,Alcoholic Beverages & Tobacco,171.5,0.41
2024-02-01,03,Clothing & Footwear,93.3,-0.21
2024-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",128.1,2.73
2024-02-01,05,Furnishings & Household Maintenance,126.2,0.88
2024-02-01,06,Health,130.2,2.2
2024-02-01,07,Transport,121.7,1.25
2024-02-01,08,Information & Communication,93.8,-2.39
2024-02-01,09,"Recreation, Sport & Culture",118.2,1.63
2024-02-01,10,Education,125.7,1.45
2024-02-01,11,Restaurant & Accommodation Services,150.0,2.88
2024-02-01,12,Insurance & Financial Services,110.2,-0.09
2024-02-01,13,Personal Care & Miscellaneous,123.6,2.49
2024-02-01,overall,Overall CPI,132.1,1.77
2024-03-01,01,Food & Beverages,153.9,1.72
2024-03-01,02,Alcoholic Beverages & Tobacco,171.8,0.53
2024-03-01,03,Clothing & Footwear,93.3,-0.21
2024-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",128.5,3.05
2024-03-01,05,Furnishings & Household Maintenance,126.4,0.88
2024-03-01,06,Health,130.2,2.12
2024-03-01,07,Transport,121.5,1.25
2024-03-01,08,Information & Communication,93.8,-2.39
2024-03-01,09,"Recreation, Sport & Culture",118.0,1.46
2024-03-01,10,Education,125.9,1.45
2024-03-01,11,Restaurant & Accommodation Services,150.6,3.01
2024-03-01,12,Insurance & Financial Services,110.2,-0.09
2024-03-01,13,Personal Care & Miscellaneous,124.1,2.65
2024-03-01,overall,Overall CPI,132.2,1.77
2024-04-01,01,Food & Beverages,154.1,1.99
2024-04-01,02,Alcoholic Beverages & Tobacco,171.9,0.53
2024-04-01,03,Clothing & Footwear,93.2,-0.32
2024-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",128.5,3.05
2024-04-01,05,Furnishings & Household Maintenance,126.5,0.96
2024-04-01,06,Health,130.4,2.27
2024-04-01,07,Transport,121.4,0.83
2024-04-01,08,Information & Communication,93.7,-2.5
2024-04-01,09,"Recreation, Sport & Culture",119.0,1.97
2024-04-01,10,Education,126.1,1.45
2024-04-01,11,Restaurant & Accommodation Services,151.1,3.49
2024-04-01,12,Insurance & Financial Services,110.2,-0.09
2024-04-01,13,Personal Care & Miscellaneous,125.2,3.13
2024-04-01,overall,Overall CPI,132.4,1.85
2024-05-01,01,Food & Beverages,154.5,1.78
2024-05-01,02,Alcoholic Beverages & Tobacco,172.2,0.64
2024-05-01,03,Clothing & Footwear,93.3,-0.21
2024-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",129.3,3.19
2024-05-01,05,Furnishings & Household Maintenance,126.5,0.8
2024-05-01,06,Health,130.4,2.19
2024-05-01,07,Transport,121.3,0.92
2024-05-01,08,Information & Communication,94.3,0.43
2024-05-01,09,"Recreation, Sport & Culture",119.3,1.88
2024-05-01,10,Education,126.5,1.52
2024-05-01,11,Restaurant & Accommodation Services,151.6,3.2
2024-05-01,12,Insurance & Financial Services,110.2,-0.09
2024-05-01,13,Personal Care & Miscellaneous,125.6,3.04
2024-05-01,overall,Overall CPI,132.8,2.0
2024-06-01,01,Food & Beverages,154.9,1.97
2024-06-01,02,Alcoholic Beverages & Tobacco,172.3,0.7
2024-06-01,03,Clothing & Footwear,93.3,-0.11
2024-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",129.3,3.19
2024-06-01,05,Furnishings & Household Maintenance,126.6,0.88
2024-06-01,06,Health,130.2,1.8
2024-06-01,07,Transport,121.9,1.16
2024-06-01,08,Information & Communication,94.3,0.32
2024-06-01,09,"Recreation, Sport & Culture",119.6,1.87
2024-06-01,10,Education,126.8,1.68
2024-06-01,11,Restaurant & Accommodation Services,152.0,3.33
2024-06-01,12,Insurance & Financial Services,110.2,-0.09
2024-06-01,13,Personal Care & Miscellaneous,125.5,2.78
2024-06-01,overall,Overall CPI,133.0,1.99
2024-07-01,01,Food & Beverages,155.0,1.64
2024-07-01,02,Alcoholic Beverages & Tobacco,172.6,0.88
2024-07-01,03,Clothing & Footwear,93.3,-0.21
2024-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",129.3,3.19
2024-07-01,05,Furnishings & Household Maintenance,126.8,0.88
2024-07-01,06,Health,130.6,1.87
2024-07-01,07,Transport,122.1,1.24
2024-07-01,08,Information & Communication,94.4,0.53
2024-07-01,09,"Recreation, Sport & Culture",119.7,2.22
2024-07-01,10,Education,127.0,1.68
2024-07-01,11,Restaurant & Accommodation Services,152.6,3.39
2024-07-01,12,Insurance & Financial Services,110.8,0.54
2024-07-01,13,Personal Care & Miscellaneous,125.9,3.2
2024-07-01,overall,Overall CPI,133.1,1.99
2024-08-01,01,Food & Beverages,155.1,1.64
2024-08-01,02,Alcoholic Beverages & Tobacco,172.9,1.05
2024-08-01,03,Clothing & Footwear,93.2,-0.21
2024-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",129.6,3.1
2024-08-01,05,Furnishings & Household Maintenance,126.8,0.71
2024-08-01,06,Health,130.8,1.55
2024-08-01,07,Transport,122.2,1.33
2024-08-01,08,Information & Communication,94.4,0.53
2024-08-01,09,"Recreation, Sport & Culture",119.7,2.05
2024-08-01,10,Education,127.0,1.52
2024-08-01,11,Restaurant & Accommodation Services,152.7,3.18
2024-08-01,12,Insurance & Financial Services,110.8,0.54
2024-08-01,13,Personal Care & Miscellaneous,126.0,3.19
2024-08-01,overall,Overall CPI,133.2,1.91
2024-09-01,01,Food & Beverages,155.2,1.57
2024-09-01,02,Alcoholic Beverages & Tobacco,173.0,0.76
2024-09-01,03,Clothing & Footwear,93.2,-0.32
2024-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",129.6,3.1
2024-09-01,05,Furnishings & Household Maintenance,126.7,0.64
2024-09-01,06,Health,130.7,1.55
2024-09-01,07,Transport,121.9,1.08
2024-09-01,08,Information & Communication,94.3,0.43
2024-09-01,09,"Recreation, Sport & Culture",119.7,2.13
2024-09-01,10,Education,127.0,1.52
2024-09-01,11,Restaurant & Accommodation Services,152.8,3.17
2024-09-01,12,Insurance & Financial Services,110.8,0.54
2024-09-01,13,Personal Care & Miscellaneous,126.1,3.11
2024-09-01,overall,Overall CPI,133.2,1.83
2024-10-01,01,Food & Beverages,156.5,2.29
2024-10-01,02,Alcoholic Beverages & Tobacco,173.1,0.82
2024-10-01,03,Clothing & Footwear,93.2,-0.21
2024-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",129.6,3.1
2024-10-01,05,Furnishings & Household Maintenance,126.6,0.48
2024-10-01,06,Health,130.8,1.4
2024-10-01,07,Transport,121.7,0.75
2024-10-01,08,Information & Communication,92.3,-1.7
2024-10-01,09,"Recreation, Sport & Culture",119.6,2.05
2024-10-01,10,Education,127.2,1.52
2024-10-01,11,Restaurant & Accommodation Services,153.0,2.82
2024-10-01,12,Insurance & Financial Services,110.8,0.54
2024-10-01,13,Personal Care & Miscellaneous,126.4,3.35
2024-10-01,overall,Overall CPI,133.4,1.91
2024-11-01,01,Food & Beverages,156.5,2.56
2024-11-01,02,Alcoholic Beverages & Tobacco,173.1,0.76
2024-11-01,03,Clothing & Footwear,93.1,-0.32
2024-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",130.0,3.17
2024-11-01,05,Furnishings & Household Maintenance,126.7,0.48
2024-11-01,06,Health,130.8,1.16
2024-11-01,07,Transport,121.4,0.41
2024-11-01,08,Information & Communication,90.2,-3.94
2024-11-01,09,"Recreation, Sport & Culture",119.7,2.05
2024-11-01,10,Education,127.2,1.52
2024-11-01,11,Restaurant & Accommodation Services,153.2,2.82
2024-11-01,12,Insurance & Financial Services,110.8,0.54
2024-11-01,13,Personal Care & Miscellaneous,127.0,3.42
2024-11-01,overall,Overall CPI,133.3,1.83
2024-12-01,01,Food & Beverages,157.2,2.75
2024-12-01,02,Alcoholic Beverages & Tobacco,172.9,0.76
2024-12-01,03,Clothing & Footwear,92.9,-0.54
2024-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",130.0,3.17
2024-12-01,05,Furnishings & Household Maintenance,126.6,0.4
2024-12-01,06,Health,130.9,1.08
2024-12-01,07,Transport,121.8,0.41
2024-12-01,08,Information & Communication,88.7,-5.44
2024-12-01,09,"Recreation, Sport & Culture",119.8,1.7
2024-12-01,10,Education,127.2,1.52
2024-12-01,11,Restaurant & Accommodation Services,153.6,2.95
2024-12-01,12,Insurance & Financial Services,110.8,0.54
2024-12-01,13,Personal Care & Miscellaneous,127.0,3.17
2024-12-01,overall,Overall CPI,133.4,1.68
2025-01-01,01,Food & Beverages,157.4,2.54
2025-01-01,02,Alcoholic Beverages & Tobacco,173.1,0.93
2025-01-01,03,Clothing & Footwear,93.0,-0.32
2025-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",130.1,2.85
2025-01-01,05,Furnishings & Household Maintenance,126.7,0.48
2025-01-01,06,Health,131.3,1.16
2025-01-01,07,Transport,122.3,0.91
2025-01-01,08,Information & Communication,88.8,-5.33
2025-01-01,09,"Recreation, Sport & Culture",119.9,1.78
2025-01-01,10,Education,127.5,1.59
2025-01-01,11,Restaurant & Accommodation Services,154.3,3.49
2025-01-01,12,Insurance & Financial Services,110.9,0.64
2025-01-01,13,Personal Care & Miscellaneous,127.3,3.33
2025-01-01,overall,Overall CPI,133.6,1.67
2025-02-01,01,Food & Beverages,157.7,2.47
2025-02-01,02,Alcoholic Beverages & Tobacco,173.1,0.93
2025-02-01,03,Clothing & Footwear,93.1,-0.21
2025-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",131.0,2.26
2025-02-01,05,Furnishings & Household Maintenance,126.6,0.32
2025-02-01,06,Health,131.5,1.0
2025-02-01,07,Transport,122.6,0.74
2025-02-01,08,Information & Communication,88.8,-5.33
2025-02-01,09,"Recreation, Sport & Culture",120.0,1.52
2025-02-01,10,Education,128.1,1.91
2025-02-01,11,Restaurant & Accommodation Services,155.2,3.47
2025-02-01,12,Insurance & Financial Services,111.8,1.45
2025-02-01,13,Personal Care & Miscellaneous,128.2,3.72
2025-02-01,overall,Overall CPI,134.1,1.51
2025-03-01,01,Food & Beverages,157.8,2.53
2025-03-01,02,Alcoholic Beverages & Tobacco,173.1,0.76
2025-03-01,03,Clothing & Footwear,93.1,-0.21
2025-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",131.0,1.95
2025-03-01,05,Furnishings & Household Maintenance,126.7,0.24
2025-03-01,06,Health,131.5,1.0
2025-03-01,07,Transport,122.3,0.66
2025-03-01,08,Information & Communication,88.7,-5.44
2025-03-01,09,"Recreation, Sport & Culture",120.0,1.69
2025-03-01,10,Education,128.7,2.22
2025-03-01,11,Restaurant & Accommodation Services,155.0,2.92
2025-03-01,12,Insurance & Financial Services,111.8,1.45
2025-03-01,13,Personal Care & Miscellaneous,128.6,3.63
2025-03-01,overall,Overall CPI,134.1,1.44
2025-04-01,01,Food & Beverages,157.7,2.34
2025-04-01,02,Alcoholic Beverages & Tobacco,173.2,0.76
2025-04-01,03,Clothing & Footwear,93.1,-0.11
2025-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",131.1,2.02
2025-04-01,05,Furnishings & Household Maintenance,126.6,0.08
2025-04-01,06,Health,131.6,0.92
2025-04-01,07,Transport,122.3,0.74
2025-04-01,08,Information & Communication,89.5,-4.48
2025-04-01,09,"Recreation, Sport & Culture",120.5,1.26
2025-04-01,10,Education,129.0,2.3
2025-04-01,11,Restaurant & Accommodation Services,155.5,2.91
2025-04-01,12,Insurance & Financial Services,111.8,1.45
2025-04-01,13,Personal Care & Miscellaneous,130.3,4.07
2025-04-01,overall,Overall CPI,134.3,1.44
2025-05-01,01,Food & Beverages,157.8,2.14
2025-05-01,02,Alcoholic Beverages & Tobacco,173.3,0.64
2025-05-01,03,Clothing & Footwear,93.1,-0.21
2025-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",131.5,1.7
2025-05-01,05,Furnishings & Household Maintenance,126.7,0.16
2025-05-01,06,Health,131.8,1.07
2025-05-01,07,Transport,122.1,0.66
2025-05-01,08,Information & Communication,89.4,-5.2
2025-05-01,09,"Recreation, Sport & Culture",120.4,0.92
2025-05-01,10,Education,129.3,2.21
2025-05-01,11,Restaurant & Accommodation Services,156.1,2.97
2025-05-01,12,Insurance & Financial Services,111.8,1.45
2025-05-01,13,Personal Care & Miscellaneous,130.3,3.74
2025-05-01,overall,Overall CPI,134.4,1.2
2025-06-01,01,Food & Beverages,158.1,2.07
2025-06-01,02,Alcoholic Beverages & Tobacco,173.3,0.58
2025-06-01,03,Clothing & Footwear,93.0,-0.32
2025-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",131.5,1.7
2025-06-01,05,Furnishings & Household Maintenance,126.7,0.08
2025-06-01,06,Health,131.8,1.23
2025-06-01,07,Transport,122.3,0.33
2025-06-01,08,Information & Communication,89.2,-5.41
2025-06-01,09,"Recreation, Sport & Culture",120.5,0.75
2025-06-01,10,Education,129.6,2.21
2025-06-01,11,Restaurant & Accommodation Services,156.2,2.76
2025-06-01,12,Insurance & Financial Services,111.8,1.45
2025-06-01,13,Personal Care & Miscellaneous,130.8,4.22
2025-06-01,overall,Overall CPI,134.5,1.13
2025-07-01,01,Food & Beverages,158.0,1.94
2025-07-01,02,Alcoholic Beverages & Tobacco,173.6,0.58
2025-07-01,03,Clothing & Footwear,93.1,-0.21
2025-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",131.0,1.31
2025-07-01,05,Furnishings & Household Maintenance,126.9,0.08
