Month,DivisionCode,Division,CPI Index,YoY %
1985-06-01,07,Transport,47.5,2.81
1985-06-01,09,"Recreation, Sport & Culture",71.8,-1.24
1985-06-01,overall,Overall CPI,51.5,0.78
1985-07-01,01,Food & Beverages,41.3,-2.13
1985-07-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1985-07-01,03,Clothing & Footwear,105.3,1.25
1985-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.6,4.1
1985-07-01,05,Furnishings & Household Maintenance,68.2,0.29
1985-07-01,06,Health,52.1,2.76
1985-07-01,07,Transport,47.6,3.03
1985-07-01,09,"Recreation, Sport & Culture",71.5,-1.65
1985-07-01,overall,Overall CPI,51.8,0.58
1985-08-01,01,Food & Beverages,41.7,-1.42
1985-08-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1985-08-01,03,Clothing & Footwear,105.3,1.06
1985-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.5,3.95
1985-08-01,05,Furnishings & Household Maintenance,68.1,0.15
1985-08-01,06,Health,52.1,2.56
1985-08-01,07,Transport,47.8,3.69
1985-08-01,09,"Recreation, Sport & Culture",71.5,-1.65
1985-08-01,overall,Overall CPI,51.9,0.78
1985-09-01,01,Food & Beverages,40.9,-2.85
1985-09-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1985-09-01,03,Clothing & Footwear,105.3,1.06
1985-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.5,3.95
1985-09-01,05,Furnishings & Household Maintenance,68.1,0.15
1985-09-01,06,Health,52.1,2.56
1985-09-01,07,Transport,47.8,3.69
1985-09-01,09,"Recreation, Sport & Culture",71.9,-0.96
1985-09-01,overall,Overall CPI,51.6,0.19
1985-10-01,01,Food & Beverages,40.8,-2.63
1985-10-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1985-10-01,03,Clothing & Footwear,105.3,1.06
1985-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.5,3.95
1985-10-01,05,Furnishings & Household Maintenance,68.1,0.15
1985-10-01,06,Health,52.3,2.95
1985-10-01,07,Transport,47.5,3.04
1985-10-01,09,"Recreation, Sport & Culture",72.2,-0.41
1985-10-01,overall,Overall CPI,51.5,0.19
1985-11-01,01,Food & Beverages,40.9,-1.68
1985-11-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1985-11-01,03,Clothing & Footwear,105.3,1.15
1985-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.5,3.95
1985-11-01,05,Furnishings & Household Maintenance,68.1,0.15
1985-11-01,06,Health,52.3,2.95
1985-11-01,07,Transport,47.2,2.39
1985-11-01,09,"Recreation, Sport & Culture",72.3,0.14
1985-11-01,overall,Overall CPI,51.5,0.78
1985-12-01,01,Food & Beverages,41.2,-0.48
1985-12-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1985-12-01,03,Clothing & Footwear,105.3,0.96
1985-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.5,3.95
1985-12-01,05,Furnishings & Household Maintenance,68.0,0.0
1985-12-01,06,Health,52.4,2.95
1985-12-01,07,Transport,47.2,2.39
1985-12-01,09,"Recreation, Sport & Culture",72.4,0.28
1985-12-01,overall,Overall CPI,51.6,0.98
1986-01-01,01,Food & Beverages,41.6,0.97
1986-01-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-01-01,03,Clothing & Footwear,105.3,0.96
1986-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.5,2.39
1986-01-01,05,Furnishings & Household Maintenance,68.1,0.15
1986-01-01,06,Health,52.5,2.34
1986-01-01,07,Transport,47.2,1.94
1986-01-01,09,"Recreation, Sport & Culture",72.3,0.28
1986-01-01,overall,Overall CPI,51.8,1.17
1986-02-01,01,Food & Beverages,41.7,0.97
1986-02-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-02-01,03,Clothing & Footwear,105.2,0.86
1986-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.5,2.39
1986-02-01,05,Furnishings & Household Maintenance,68.2,0.29
1986-02-01,06,Health,52.5,1.94
1986-02-01,07,Transport,47.2,1.94
1986-02-01,09,"Recreation, Sport & Culture",72.6,0.69
1986-02-01,overall,Overall CPI,51.9,1.17
1986-03-01,01,Food & Beverages,41.7,0.48
1986-03-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-03-01,03,Clothing & Footwear,105.3,0.86
1986-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,2.09
1986-03-01,05,Furnishings & Household Maintenance,68.2,0.29
1986-03-01,06,Health,52.6,2.14
1986-03-01,07,Transport,46.1,-1.28
1986-03-01,09,"Recreation, Sport & Culture",72.4,0.42
1986-03-01,overall,Overall CPI,51.8,0.58
1986-04-01,01,Food & Beverages,41.3,0.24
1986-04-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-04-01,03,Clothing & Footwear,105.2,0.67
1986-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.2,1.94
1986-04-01,05,Furnishings & Household Maintenance,68.2,0.29
1986-04-01,06,Health,52.6,2.14
1986-04-01,07,Transport,46.0,-1.92
1986-04-01,09,"Recreation, Sport & Culture",72.4,-0.55
1986-04-01,overall,Overall CPI,51.5,0.39
1986-05-01,01,Food & Beverages,41.7,1.21
1986-05-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-05-01,03,Clothing & Footwear,105.3,0.57
1986-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.2,1.94
1986-05-01,05,Furnishings & Household Maintenance,68.2,0.15
1986-05-01,06,Health,52.6,2.14
1986-05-01,07,Transport,46.0,-1.92
1986-05-01,09,"Recreation, Sport & Culture",72.4,-0.69
1986-05-01,overall,Overall CPI,51.7,0.58
1986-06-01,01,Food & Beverages,41.3,0.0
1986-06-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-06-01,03,Clothing & Footwear,105.4,0.48
1986-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.1,1.64
1986-06-01,05,Furnishings & Household Maintenance,68.2,0.29
1986-06-01,06,Health,52.6,1.15
1986-06-01,07,Transport,46.8,-1.47
1986-06-01,09,"Recreation, Sport & Culture",72.7,1.25
1986-06-01,overall,Overall CPI,51.6,0.19
1986-07-01,01,Food & Beverages,40.9,-0.97
1986-07-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-07-01,03,Clothing & Footwear,105.5,0.19
1986-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.4,-0.29
1986-07-01,05,Furnishings & Household Maintenance,68.6,0.59
1986-07-01,06,Health,52.7,1.15
1986-07-01,07,Transport,47.8,0.42
1986-07-01,09,"Recreation, Sport & Culture",72.7,1.68
1986-07-01,overall,Overall CPI,51.7,-0.19
1986-08-01,01,Food & Beverages,40.7,-2.4
1986-08-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-08-01,03,Clothing & Footwear,105.5,0.19
1986-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.4,-0.15
1986-08-01,05,Furnishings & Household Maintenance,68.8,1.03
1986-08-01,06,Health,52.7,1.15
1986-08-01,07,Transport,47.9,0.21
1986-08-01,09,"Recreation, Sport & Culture",72.5,1.4
1986-08-01,overall,Overall CPI,51.6,-0.58
1986-09-01,01,Food & Beverages,41.0,0.24
1986-09-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-09-01,03,Clothing & Footwear,105.5,0.19
1986-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.4,-0.15
1986-09-01,05,Furnishings & Household Maintenance,68.8,1.03
1986-09-01,06,Health,52.7,1.15
1986-09-01,07,Transport,47.9,0.21
1986-09-01,09,"Recreation, Sport & Culture",72.4,0.7
1986-09-01,overall,Overall CPI,51.8,0.39
1986-10-01,01,Food & Beverages,41.3,1.23
1986-10-01,02,Alcoholic Beverages & Tobacco,27.7,0.0
1986-10-01,03,Clothing & Footwear,105.5,0.19
1986-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.4,-0.15
1986-10-01,05,Furnishings & Household Maintenance,68.8,1.03
1986-10-01,06,Health,52.8,0.96
1986-10-01,07,Transport,48.0,1.05
1986-10-01,09,"Recreation, Sport & Culture",72.4,0.28
1986-10-01,overall,Overall CPI,51.8,0.58
1986-11-01,01,Food & Beverages,41.1,0.49
1986-11-01,02,Alcoholic Beverages & Tobacco,29.9,7.94
1986-11-01,03,Clothing & Footwear,105.5,0.19
1986-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,-0.29
1986-11-01,05,Furnishings & Household Maintenance,69.0,1.32
1986-11-01,06,Health,52.8,0.96
1986-11-01,07,Transport,47.9,1.48
1986-11-01,09,"Recreation, Sport & Culture",72.5,0.28
1986-11-01,overall,Overall CPI,52.1,1.17
1986-12-01,01,Food & Beverages,41.4,0.49
1986-12-01,02,Alcoholic Beverages & Tobacco,30.0,8.3
1986-12-01,03,Clothing & Footwear,105.5,0.19
1986-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,-0.29
1986-12-01,05,Furnishings & Household Maintenance,68.8,1.18
1986-12-01,06,Health,52.8,0.76
1986-12-01,07,Transport,47.9,1.48
1986-12-01,09,"Recreation, Sport & Culture",72.4,0.0
1986-12-01,overall,Overall CPI,52.2,1.16
1987-01-01,01,Food & Beverages,41.2,-0.96
1987-01-01,02,Alcoholic Beverages & Tobacco,30.0,8.3
1987-01-01,03,Clothing & Footwear,105.4,0.09
1987-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,-0.29
1987-01-01,05,Furnishings & Household Maintenance,69.0,1.32
1987-01-01,06,Health,52.9,0.76
1987-01-01,07,Transport,47.9,1.48
1987-01-01,09,"Recreation, Sport & Culture",72.4,0.14
1987-01-01,overall,Overall CPI,52.1,0.58
1987-02-01,01,Food & Beverages,41.1,-1.44
1987-02-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-02-01,03,Clothing & Footwear,105.5,0.29
1987-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,-0.29
1987-02-01,05,Furnishings & Household Maintenance,69.0,1.17
1987-02-01,06,Health,52.9,0.76
1987-02-01,07,Transport,48.1,1.91
1987-02-01,09,"Recreation, Sport & Culture",72.7,0.14
1987-02-01,overall,Overall CPI,52.1,0.39
1987-03-01,01,Food & Beverages,40.7,-2.4
1987-03-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-03-01,03,Clothing & Footwear,105.6,0.28
1987-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,0.0
1987-03-01,05,Furnishings & Household Maintenance,69.0,1.17
1987-03-01,06,Health,53.0,0.76
1987-03-01,07,Transport,47.9,3.9
1987-03-01,09,"Recreation, Sport & Culture",72.7,0.41
1987-03-01,overall,Overall CPI,51.8,0.0
1987-04-01,01,Food & Beverages,40.8,-1.21
1987-04-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-04-01,03,Clothing & Footwear,105.7,0.48
1987-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,0.15
1987-04-01,05,Furnishings & Household Maintenance,69.2,1.47
1987-04-01,06,Health,53.0,0.76
1987-04-01,07,Transport,48.2,4.78
1987-04-01,09,"Recreation, Sport & Culture",74.3,2.62
1987-04-01,overall,Overall CPI,52.1,1.17
1987-05-01,01,Food & Beverages,40.9,-1.92
1987-05-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-05-01,03,Clothing & Footwear,105.7,0.38
1987-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,0.15
1987-05-01,05,Furnishings & Household Maintenance,69.3,1.61
1987-05-01,06,Health,53.0,0.76
1987-05-01,07,Transport,48.4,5.22
1987-05-01,09,"Recreation, Sport & Culture",74.3,2.62
1987-05-01,overall,Overall CPI,52.2,0.97
1987-06-01,01,Food & Beverages,41.1,-0.48
1987-06-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-06-01,03,Clothing & Footwear,105.8,0.38
1987-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",68.3,0.29
1987-06-01,05,Furnishings & Household Maintenance,69.4,1.76
1987-06-01,06,Health,53.0,0.76
1987-06-01,07,Transport,48.6,3.85
1987-06-01,09,"Recreation, Sport & Culture",74.3,2.2
1987-06-01,overall,Overall CPI,52.3,1.36
1987-07-01,01,Food & Beverages,40.9,0.0
1987-07-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-07-01,03,Clothing & Footwear,105.9,0.38
1987-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",67.5,-1.32
1987-07-01,05,Furnishings & Household Maintenance,69.4,1.17
1987-07-01,06,Health,53.1,0.76
1987-07-01,07,Transport,48.8,2.09
1987-07-01,09,"Recreation, Sport & Culture",74.5,2.48
1987-07-01,overall,Overall CPI,52.2,0.97
1987-08-01,01,Food & Beverages,41.0,0.74
1987-08-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-08-01,03,Clothing & Footwear,106.0,0.47
1987-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",67.5,-1.32
1987-08-01,05,Furnishings & Household Maintenance,69.5,1.02
1987-08-01,06,Health,53.1,0.76
1987-08-01,07,Transport,48.9,2.09
1987-08-01,09,"Recreation, Sport & Culture",74.5,2.76
1987-08-01,overall,Overall CPI,52.3,1.36
1987-09-01,01,Food & Beverages,41.0,0.0
1987-09-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-09-01,03,Clothing & Footwear,106.0,0.47
1987-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",67.5,-1.32
1987-09-01,05,Furnishings & Household Maintenance,69.5,1.02
1987-09-01,06,Health,53.1,0.76
1987-09-01,07,Transport,49.0,2.3
1987-09-01,09,"Recreation, Sport & Culture",74.7,3.18
1987-09-01,overall,Overall CPI,52.3,0.97
1987-10-01,01,Food & Beverages,41.2,-0.24
1987-10-01,02,Alcoholic Beverages & Tobacco,30.1,8.66
1987-10-01,03,Clothing & Footwear,106.3,0.76
1987-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",67.5,-1.32
1987-10-01,05,Furnishings & Household Maintenance,69.6,1.16
1987-10-01,06,Health,53.2,0.76
1987-10-01,07,Transport,49.0,2.08
1987-10-01,09,"Recreation, Sport & Culture",74.8,3.31
1987-10-01,overall,Overall CPI,52.4,1.16
1987-11-01,01,Food & Beverages,41.3,0.49
1987-11-01,02,Alcoholic Beverages & Tobacco,30.2,1.0
1987-11-01,03,Clothing & Footwear,106.3,0.76
1987-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",67.5,-1.17
1987-11-01,05,Furnishings & Household Maintenance,69.7,1.01
1987-11-01,06,Health,53.2,0.76
1987-11-01,07,Transport,49.1,2.51
1987-11-01,09,"Recreation, Sport & Culture",74.9,3.31
1987-11-01,overall,Overall CPI,52.5,0.77
1987-12-01,01,Food & Beverages,42.0,1.45
1987-12-01,02,Alcoholic Beverages & Tobacco,30.2,0.67
1987-12-01,03,Clothing & Footwear,106.4,0.85
1987-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",67.5,-1.17
1987-12-01,05,Furnishings & Household Maintenance,69.7,1.31
1987-12-01,06,Health,53.5,1.33
1987-12-01,07,Transport,49.1,2.51
1987-12-01,09,"Recreation, Sport & Culture",74.8,3.31
1987-12-01,overall,Overall CPI,52.7,0.96
1988-01-01,01,Food & Beverages,42.1,2.18
1988-01-01,02,Alcoholic Beverages & Tobacco,30.2,0.67
1988-01-01,03,Clothing & Footwear,107.0,1.52
1988-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.9,-2.05
1988-01-01,05,Furnishings & Household Maintenance,70.0,1.45
1988-01-01,06,Health,53.6,1.32
1988-01-01,07,Transport,49.7,3.76
1988-01-01,09,"Recreation, Sport & Culture",74.9,3.45
1988-01-01,overall,Overall CPI,52.8,1.34
1988-02-01,01,Food & Beverages,42.2,2.68
1988-02-01,02,Alcoholic Beverages & Tobacco,30.2,0.33
1988-02-01,03,Clothing & Footwear,107.3,1.71
1988-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.9,-2.05
1988-02-01,05,Furnishings & Household Maintenance,70.1,1.59
1988-02-01,06,Health,53.7,1.51
1988-02-01,07,Transport,49.6,3.12
1988-02-01,09,"Recreation, Sport & Culture",75.1,3.3
1988-02-01,overall,Overall CPI,52.9,1.54
1988-03-01,01,Food & Beverages,42.2,3.69
1988-03-01,02,Alcoholic Beverages & Tobacco,30.2,0.33
1988-03-01,03,Clothing & Footwear,107.5,1.8
1988-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",67.0,-1.9
1988-03-01,05,Furnishings & Household Maintenance,70.4,2.03
1988-03-01,06,Health,53.7,1.32
1988-03-01,07,Transport,50.1,4.59
1988-03-01,09,"Recreation, Sport & Culture",75.2,3.44
1988-03-01,overall,Overall CPI,53.0,2.32
1988-04-01,01,Food & Beverages,41.8,2.45
1988-04-01,02,Alcoholic Beverages & Tobacco,30.2,0.33
1988-04-01,03,Clothing & Footwear,107.7,1.89
1988-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.9,-2.05
1988-04-01,05,Furnishings & Household Maintenance,70.8,2.31
1988-04-01,06,Health,53.7,1.32
1988-04-01,07,Transport,50.6,4.98
1988-04-01,09,"Recreation, Sport & Culture",75.1,1.08
1988-04-01,overall,Overall CPI,53.0,1.73
1988-05-01,01,Food & Beverages,41.9,2.44
1988-05-01,02,Alcoholic Beverages & Tobacco,30.2,0.33
1988-05-01,03,Clothing & Footwear,107.7,1.89
1988-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.9,-2.05
1988-05-01,05,Furnishings & Household Maintenance,71.2,2.74
1988-05-01,06,Health,53.8,1.51
1988-05-01,07,Transport,50.6,4.55
1988-05-01,09,"Recreation, Sport & Culture",75.0,0.94
1988-05-01,overall,Overall CPI,53.0,1.53
1988-06-01,01,Food & Beverages,42.3,2.92
1988-06-01,02,Alcoholic Beverages & Tobacco,30.2,0.33
1988-06-01,03,Clothing & Footwear,107.8,1.89
1988-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.4,-2.78
1988-06-01,05,Furnishings & Household Maintenance,71.4,2.88
1988-06-01,06,Health,53.9,1.7
1988-06-01,07,Transport,52.7,8.44
1988-06-01,09,"Recreation, Sport & Culture",75.4,1.48
1988-06-01,overall,Overall CPI,53.5,2.29
1988-07-01,01,Food & Beverages,42.9,4.89
1988-07-01,02,Alcoholic Beverages & Tobacco,30.2,0.33
1988-07-01,03,Clothing & Footwear,108.1,2.08
1988-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.4,-1.63
1988-07-01,05,Furnishings & Household Maintenance,71.7,3.31
1988-07-01,06,Health,54.0,1.69
1988-07-01,07,Transport,52.8,8.2
1988-07-01,09,"Recreation, Sport & Culture",75.6,1.48
1988-07-01,overall,Overall CPI,53.8,3.07
1988-08-01,01,Food & Beverages,42.7,4.15
1988-08-01,02,Alcoholic Beverages & Tobacco,31.3,3.99
1988-08-01,03,Clothing & Footwear,108.5,2.36
1988-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.4,-1.63
1988-08-01,05,Furnishings & Household Maintenance,71.9,3.45
1988-08-01,06,Health,54.0,1.69
1988-08-01,07,Transport,53.1,8.59
1988-08-01,09,"Recreation, Sport & Culture",75.3,1.07
1988-08-01,overall,Overall CPI,53.9,3.06
1988-09-01,01,Food & Beverages,43.1,5.12
1988-09-01,02,Alcoholic Beverages & Tobacco,31.3,3.99
1988-09-01,03,Clothing & Footwear,108.7,2.55
1988-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.1,-2.07
1988-09-01,05,Furnishings & Household Maintenance,72.1,3.74
1988-09-01,06,Health,54.0,1.69
1988-09-01,07,Transport,53.1,8.37
1988-09-01,09,"Recreation, Sport & Culture",75.4,0.94
1988-09-01,overall,Overall CPI,54.0,3.25
1988-10-01,01,Food & Beverages,43.0,4.37
1988-10-01,02,Alcoholic Beverages & Tobacco,30.9,2.66
1988-10-01,03,Clothing & Footwear,108.8,2.35
1988-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.1,-2.07
1988-10-01,05,Furnishings & Household Maintenance,72.1,3.59
1988-10-01,06,Health,54.0,1.5
1988-10-01,07,Transport,53.2,8.57
1988-10-01,09,"Recreation, Sport & Culture",75.4,0.8
1988-10-01,overall,Overall CPI,53.9,2.86
1988-11-01,01,Food & Beverages,43.4,5.08
1988-11-01,02,Alcoholic Beverages & Tobacco,30.9,2.32
1988-11-01,03,Clothing & Footwear,109.1,2.63
1988-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.1,-2.07
1988-11-01,05,Furnishings & Household Maintenance,72.2,3.59
1988-11-01,06,Health,54.1,1.69
1988-11-01,07,Transport,53.5,8.96
1988-11-01,09,"Recreation, Sport & Culture",75.4,0.67
1988-11-01,overall,Overall CPI,54.2,3.24
1988-12-01,01,Food & Beverages,44.3,5.48
1988-12-01,02,Alcoholic Beverages & Tobacco,30.9,2.32
1988-12-01,03,Clothing & Footwear,109.1,2.54
1988-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",65.9,-2.37
1988-12-01,05,Furnishings & Household Maintenance,72.3,3.73
1988-12-01,06,Health,54.2,1.31
1988-12-01,07,Transport,53.5,8.96
1988-12-01,09,"Recreation, Sport & Culture",75.3,0.67
1988-12-01,overall,Overall CPI,54.6,3.61
1989-01-01,01,Food & Beverages,44.0,4.51
1989-01-01,02,Alcoholic Beverages & Tobacco,31.0,2.65
1989-01-01,03,Clothing & Footwear,109.5,2.34
1989-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.0,-1.35
1989-01-01,05,Furnishings & Household Maintenance,72.6,3.71
1989-01-01,06,Health,54.3,1.31
1989-01-01,07,Transport,54.1,8.85
1989-01-01,09,"Recreation, Sport & Culture",75.5,0.8
1989-01-01,overall,Overall CPI,54.6,3.41
1989-02-01,01,Food & Beverages,43.9,4.03
1989-02-01,02,Alcoholic Beverages & Tobacco,31.0,2.65
1989-02-01,03,Clothing & Footwear,109.6,2.14
1989-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.1,-1.2
1989-02-01,05,Furnishings & Household Maintenance,72.6,3.57
1989-02-01,06,Health,54.4,1.3
1989-02-01,07,Transport,54.4,9.68
1989-02-01,09,"Recreation, Sport & Culture",75.4,0.4
1989-02-01,overall,Overall CPI,54.6,3.21
1989-03-01,01,Food & Beverages,43.9,4.03
1989-03-01,02,Alcoholic Beverages & Tobacco,31.0,2.65
1989-03-01,03,Clothing & Footwear,109.6,1.95
1989-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.2,-1.19
1989-03-01,05,Furnishings & Household Maintenance,72.8,3.41
1989-03-01,06,Health,54.5,1.49
1989-03-01,07,Transport,54.5,8.78
1989-03-01,09,"Recreation, Sport & Culture",75.4,0.27
1989-03-01,overall,Overall CPI,54.6,3.02
1989-04-01,01,Food & Beverages,43.9,5.02
1989-04-01,02,Alcoholic Beverages & Tobacco,31.0,2.65
1989-04-01,03,Clothing & Footwear,109.6,1.76
1989-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.2,-1.05
1989-04-01,05,Furnishings & Household Maintenance,73.0,3.11
1989-04-01,06,Health,54.5,1.49
1989-04-01,07,Transport,54.6,7.91
1989-04-01,09,"Recreation, Sport & Culture",75.4,0.4
1989-04-01,overall,Overall CPI,54.7,3.21
1989-05-01,01,Food & Beverages,44.1,5.25
1989-05-01,02,Alcoholic Beverages & Tobacco,31.0,2.65
1989-05-01,03,Clothing & Footwear,109.7,1.86
1989-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",66.2,-1.05
1989-05-01,05,Furnishings & Household Maintenance,73.1,2.67
1989-05-01,06,Health,54.6,1.49
1989-05-01,07,Transport,54.9,8.5
1989-05-01,09,"Recreation, Sport & Culture",75.4,0.53
1989-05-01,overall,Overall CPI,54.9,3.58
1989-06-01,01,Food & Beverages,44.1,4.26
1989-06-01,02,Alcoholic Beverages & Tobacco,31.0,2.65
1989-06-01,03,Clothing & Footwear,109.7,1.76
1989-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",65.9,-0.75
1989-06-01,05,Furnishings & Household Maintenance,73.2,2.52
1989-06-01,06,Health,54.6,1.3
1989-06-01,07,Transport,55.3,4.93
1989-06-01,09,"Recreation, Sport & Culture",75.4,0.0
1989-06-01,overall,Overall CPI,54.9,2.62
1989-07-01,01,Food & Beverages,44.0,2.56
1989-07-01,02,Alcoholic Beverages & Tobacco,31.0,2.65
1989-07-01,03,Clothing & Footwear,110.1,1.85
1989-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",65.9,-0.75
1989-07-01,05,Furnishings & Household Maintenance,73.5,2.51
1989-07-01,06,Health,54.9,1.67
1989-07-01,07,Transport,56.1,6.25
1989-07-01,09,"Recreation, Sport & Culture",75.9,0.4
1989-07-01,overall,Overall CPI,55.1,2.42
1989-08-01,01,Food & Beverages,44.1,3.28
1989-08-01,02,Alcoholic Beverages & Tobacco,31.0,-0.96
1989-08-01,03,Clothing & Footwear,110.3,1.66
1989-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",65.9,-0.75
1989-08-01,05,Furnishings & Household Maintenance,73.6,2.36
1989-08-01,06,Health,55.0,1.85
1989-08-01,07,Transport,55.9,5.27
